d2LogicalModel/extensionName;d2LogicalModel/extensionVersion;d2LogicalModel/modelBaseVersion;d2LogicalModel/schemaLocation;d2LogicalModel/exchange/supplierIdentification/country;d2LogicalModel/exchange/supplierIdentification/nationalIdentifier;d2LogicalModel/payloadPublication/type;d2LogicalModel/payloadPublication/lang;d2LogicalModel/payloadPublication/publicationTime;d2LogicalModel/payloadPublication/publicationCreator/country;d2LogicalModel/payloadPublication/publicationCreator/nationalIdentifier;d2LogicalModel/payloadPublication/measurementSiteTableReference/targetClass;d2LogicalModel/payloadPublication/measurementSiteTableReference/id;d2LogicalModel/payloadPublication/measurementSiteTableReference/version;d2LogicalModel/payloadPublication/headerInformation/confidentiality;d2LogicalModel/payloadPublication/headerInformation/informationStatus;measurementSiteReference/targetClass;measurementSiteReference/id;measurementSiteReference/version;measurementTimeDefault;measuredValue/index;measuredValue/measuredValue/basicData/type;measuredValue/measuredValue/basicData/measurementOrCalculationPeriod;measuredValue/measuredValue/basicData/vehicleFlow/vehicleFlowRate;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/type;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/measurementOrCalculationPeriod;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/vehicleFlow/vehicleFlowRate;measuredValue/measuredValue/basicData/averageVehicleSpeed/speed;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/averageVehicleSpeed/speed;measuredValue/measuredValue/basicData/occupancy/percentage;measuredValue/measuredValue/measuredValueExtension/additionalMeasuredValues/basicData/occupancy/percentage
MeasurementSiteRecord;10022016[D2_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;612;TrafficConcentration;100.0;576;40.0;47.0;10.0;6.0
MeasurementSiteRecord;10005054[D4_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;576;TrafficConcentration;100.0;1008;21.0;29.0;28.0;21.0
MeasurementSiteRecord;10005056[D4_2X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;792;TrafficConcentration;100.0;1044;27.0;35.0;23.0;18.0
MeasurementSiteRecord;10022019[D4_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;1008;TrafficConcentration;100.0;756;55.0;61.0;12.0;8.0
MeasurementSiteRecord;10165016[D1_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;468;TrafficConcentration;100.0;720;31.0;31.0;7.0;11.0
MeasurementSiteRecord;10165023[D4_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;288;TrafficConcentration;100.0;216;23.0;29.0;8.0;6.0
MeasurementSiteRecord;10017020[MS4_23C];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;288;;;;57.0;;2.0;
MeasurementSiteRecord;10007017[D3_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;288;;;;33.0;;5.0;
MeasurementSiteRecord;10005046[D2_2X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;864;TrafficConcentration;100.0;612;34.0;42.0;14.0;9.0
MeasurementSiteRecord;10165021[D3_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;864;TrafficConcentration;100.0;864;33.0;35.0;17.0;16.0
MeasurementSiteRecord;10007019[D3_2X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;216;;;;23.0;;5.0;
MeasurementSiteRecord;10165018[D2_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;936;TrafficConcentration;100.0;936;24.0;19.0;25.0;30.000002
MeasurementSiteRecord;10165020[D2_3X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;504;TrafficConcentration;100.0;396;19.0;23.0;17.0;11.0
MeasurementSiteRecord;10007023[D4_2X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;216;;;;36.0;;4.0;
MeasurementSiteRecord;10005044[D2_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;684;TrafficConcentration;100.0;504;34.0;41.0;14.0;7.0
MeasurementSiteRecord;10022020[D4_2X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;468;TrafficConcentration;100.0;216;66.0;66.0;5.0;2.0
MeasurementSiteRecord;10026005[D2_1C];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;288;TrafficConcentration;100.0;252;54.0;54.0;3.0;3.0
MeasurementSiteRecord;10026011[D4_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;1224;TrafficConcentration;100.0;648;57.0;57.0;14.0;7.0
MeasurementSiteRecord;10024027[D4_4X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;1152;TrafficConcentration;100.0;792;60.0;60.0;14.0;9.0
MeasurementSiteRecord;10007011[D1_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;504;;;;30.0;;12.0;
MeasurementSiteRecord;10005040[D1_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;180;TrafficConcentration;100.0;108;49.0;46.0;2.0;2.0
MeasurementSiteRecord;10006011[D3_5x.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;720;TrafficConcentration;100.0;612;33.0;41.0;13.0;11.0
MeasurementSiteRecord;10022018[D3_1X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;360;TrafficConcentration;100.0;144;26.0;27.0;8.0;6.0
MeasurementSiteRecord;10006009[D3_4x.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;864;TrafficConcentration;100.0;360;39.0;46.0;13.0;6.0
MeasurementSiteRecord;10089006[D6_1C];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;144;;;;44.0;;2.0;
MeasurementSiteRecord;10165017[D1_2X];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;504;TrafficConcentration;100.0;504;30.0;30.0;11.0;11.0
MeasurementSiteRecord;10005042[D1_2X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;216;TrafficConcentration;100.0;216;44.0;48.0;3.0;3.0
MeasurementSiteRecord;10156009[D1_1x];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;180;TrafficConcentration;100.0;216;44.0;44.0;2.0;4.0
MeasurementSiteRecord;10007021[D4_1X.1];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;432;;;;29.0;;9.0;
MeasurementSiteRecord;10003029[D4_1x];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;684;TrafficConcentration;100.0;648;43.0;42.0;9.0;10.0
MeasurementSiteRecord;10003025[D4_4c];1;2018-07-05T17:20:01.000+02:00;300;TrafficConcentration;100.0;432;TrafficConcentration;100.0;252;6.0;3.0;29.0;34.0
